timestamp,open,high,low,close,volume,open_interest,trading_symbol,hl2,supertrend_ST_daily_sma5,direction_ST_daily_sma5,upperBand_ST_daily_sma5,lowerBand_ST_daily_sma5,dist_close_ST_daily_sma5,dist_avg_hl2_ST_daily_sma5,avg_hl2_last3,flatbase_ST_daily_sma5,state_prev_supertrend_ST_daily_sma5,state_prev_upperBand_ST_daily_sma5,state_prev_lowerBand_ST_daily_sma5,state_prev_direction_ST_daily_sma5,state_prev_hl2_ST_daily_sma5,state_prev_close_ST_daily_sma5,state_prev_atr_ST_daily_sma5,supertrend_ST_daily_sma20,direction_ST_daily_sma20,upperBand_ST_daily_sma20,lowerBand_ST_daily_sma20,dist_close_ST_daily_sma20,dist_avg_hl2_ST_daily_sma20,flatbase_ST_daily_sma20,state_prev_supertrend_ST_daily_sma20,state_prev_upperBand_ST_daily_sma20,state_prev_lowerBand_ST_daily_sma20,state_prev_direction_ST_daily_sma20,state_prev_hl2_ST_daily_sma20,state_prev_close_ST_daily_sma20,state_prev_atr_ST_daily_sma20,supertrend_ST_daily_hl2_20,direction_ST_daily_hl2_20,upperBand_ST_daily_hl2_20,lowerBand_ST_daily_hl2_20,dist_close_ST_daily_hl2_20,dist_avg_hl2_ST_daily_hl2_20,flatbase_ST_daily_hl2_20,state_prev_supertrend_ST_daily_hl2_20,state_prev_upperBand_ST_daily_hl2_20,state_prev_lowerBand_ST_daily_hl2_20,state_prev_direction_ST_daily_hl2_20,state_prev_hl2_ST_daily_hl2_20,state_prev_close_ST_daily_hl2_20,state_prev_atr_ST_daily_hl2_20,supertrend_ST_daily_hl2_5,direction_ST_daily_hl2_5,upperBand_ST_daily_hl2_5,lowerBand_ST_daily_hl2_5,dist_close_ST_daily_hl2_5,dist_avg_hl2_ST_daily_hl2_5,flatbase_ST_daily_hl2_5,state_prev_supertrend_ST_daily_hl2_5,state_prev_upperBand_ST_daily_hl2_5,state_prev_lowerBand_ST_daily_hl2_5,state_prev_direction_ST_daily_hl2_5,state_prev_hl2_ST_daily_hl2_5,state_prev_close_ST_daily_hl2_5,state_prev_atr_ST_daily_hl2_5
2024-11-28 00:00:00+05:30,311.75,315.0,307.35,310.65,53294,0,KILITCH,311.175,288.07500000000005,-1.0,338.93708951808,288.07500000000005,7.836500911221012,7.619543521652343,310.02500000000003,10,,,,,,,,302.6499166666667,-1.0,341.2082926612029,302.6499166666667,2.6433456256802623,2.4368363998117792,9,,,,,,,,331.87793067471483,1.0,331.87793067471483,287.08971585902094,-6.396306808216511,-6.584629062344498,3,,,,,,,,298.66200000000003,-1.0,339.50708951808,298.66200000000003,4.013902002933062,3.804635340284334,10,,,,,,,
2024-11-29 00:00:00+05:30,314.9,319.35,311.2,315.6,46732,0,KILITCH,315.275,288.07500000000005,-1.0,337.695671614464,288.07500000000005,9.554803436605042,8.64358240041655,312.975,11,,,,,,,,302.6499166666667,-1.0,340.746552270567,302.6499166666667,4.278898694558814,3.411559945911105,10,,,,,,,,331.87793067471483,1.0,331.87793067471483,290.76803106276634,-4.904794555522699,-5.695748022860319,4,,,,,,,,298.66200000000003,-1.0,339.50708951808,298.66200000000003,5.671293971111151,4.792373987986415,11,,,,,,,
2024-12-02 00:00:00+05:30,321.0,321.0,312.2,314.95,20219,0,KILITCH,316.6,288.07500000000005,-1.0,336.8265372915712,288.07500000000005,9.329167751453593,9.120888657467646,314.34999999999997,12,,,,,,,,302.6499166666667,-1.0,340.42892818267967,302.6499166666667,4.064129099655561,3.8658802428217913,11,,,,,,,,331.87793067471483,1.0,331.87793067471483,292.4383795096281,-5.1006496998158335,-5.281439063778725,5,,,,,,,,298.66200000000003,-1.0,339.50708951808,298.66200000000003,5.453656641956443,5.252760645813638,12,,,,,,,
2024-12-03 00:00:00+05:30,314.35,338.2,314.15,323.95,23702,0,KILITCH,326.17499999999995,288.07500000000005,-1.0,336.8265372915712,288.07500000000005,12.45335416124271,10.856547774017153,319.34999999999997,13,,,,,,,,302.6499166666667,-1.0,340.42892818267967,302.6499166666667,7.0378619521619905,5.517954049769807,12,,,,,,,,331.87793067471483,1.0,331.87793067471483,300.8164605341466,-2.388809240372565,-3.7748610307546873,6,,,,,,,,298.66200000000003,-1.0,339.50708951808,298.66200000000003,8.467096584098396,6.926893947003612,13,,,,,,,
2024-12-04 00:00:00+05:30,324.8,341.35,324.8,334.4,23160,0,KILITCH,333.07500000000005,290.16461613339436,-1.0,336.8265372915712,290.16461613339436,15.244926985263337,12.103032295224528,325.28333333333336,1,,,,,,,,302.6499166666667,-1.0,340.42892818267967,302.6499166666667,10.49069620868334,7.47841496734814,13,,,,,,,,307.24438750743934,-1.0,331.87793067471483,307.24438750743934,8.838440536819608,5.8712043439547745,1,,,,,,,,302.7796161333944,-1.0,339.50708951808,302.7796161333944,10.443366125635976,7.432375232956422,1,,,,,,,
2024-12-05 00:00:00+05:30,351.05,351.05,331.6,338.8,18838,0,KILITCH,341.32500000000005,294.4736929067156,-1.0,336.8265372915712,294.4736929067156,15.052722250244017,13.261390757121127,333.52500000000003,1,,,,,,,,302.6499166666667,-1.0,340.42892818267967,302.6499166666667,11.944521158797606,10.201583292467458,14,,,,,,,,314.84091813206743,-1.0,367.80908186793266,314.84091813206743,7.6099009017253545,5.934451588689348,1,,,,,,,,309.3086929067156,-1.0,339.50708951808,309.3086929067156,9.534587216460391,7.8291711964874695,1,,,,,,,
2024-12-06 00:00:00+05:30,345.0,345.0,334.4,337.0,6244,0,KILITCH,339.7,301.5219543253724,-1.0,361.2280456746276,301.5219543253724,11.76632253993128,12.109028375612581,338.03333333333336,1,,,,,,,,302.6499166666667,-1.0,346.91105424512426,302.6499166666667,11.349774588296317,11.691203175065583,15,,,,,,,,314.84091813206743,-1.0,365.919877774536,314.84091813206743,7.038183600594578,7.366391680873363,2,,,,,,,,309.8469543253724,-1.0,369.5530456746276,309.8469543253724,8.763373431811761,9.096871411671923,1,,,,,,,
2024-12-09 00:00:00+05:30,334.45,337.0,331.95,333.6,4768,0,KILITCH,334.475,309.0475634602979,-1.0,360.85243653970207,309.0475634602979,7.944549461835917,9.530065925753764,338.5,1,,,,,,,,302.6499166666667,-1.0,346.87082833025363,302.6499166666667,10.226364399571674,11.845396730380722,16,,,,,,,,314.84091813206743,-1.0,359.8888838858092,314.84091813206743,5.958273142903126,7.514614684870222,3,,,,,,,,309.8469543253724,-1.0,360.3774365397021,309.8469543253724,7.666057498078356,9.247483402576503,2,,,,,,,
2024-12-10 00:00:00+05:30,333.0,333.85,322.1,324.8,5550,0,KILITCH,327.975,309.8880507682384,-1.0,360.73194923176175,309.8880507682384,4.812043960647618,7.796992872704239,334.05,1,,,,,,,,302.6499166666667,-1.0,346.87082833025363,302.6499166666667,7.318714499343161,10.37505104219699,17,,,,,,,,314.84091813206743,-1.0,353.29318969151876,314.84091813206743,3.163210781819348,6.101202468185816,4,,,,,,,,309.8469543253724,-1.0,353.3969492317617,309.8469543253724,4.825945669591873,7.811290489307774,3,,,,,,,
2024-12-11 00:00:00+05:30,324.5,332.0,324.05,328.7,3497,0,KILITCH,328.025,310.78244061459066,-1.0,357.81755938540937,310.78244061459066,5.765306221926921,6.23455195230005,330.15833333333336,1,,,,,,,,302.6499166666667,-1.0,346.87082833025363,302.6499166666667,8.607332068762606,9.089186929122457,18,,,,,,,,314.84091813206743,-1.0,352.8722802069428,314.84091813206743,4.401931600936013,4.865128488426235,5,,,,,,,,309.8469543253724,-1.0,351.5425593854093,309.8469543253724,6.084631593580191,6.555294065157035,4,,,,,,,
2024-12-12 00:00:00+05:30,328.7,330.55,321.0,323.2,4561,0,KILITCH,325.775,310.78244061459066,-1.0,353.82404750832745,310.78244061459066,3.9955794673768814,5.301423299900927,327.2583333333333,2,,,,,,,,302.6499166666667,-1.0,346.87082833025363,302.6499166666667,6.790050881119789,8.130984121092597,19,,,,,,,,314.84091813206743,-1.0,350.33491619659566,314.84091813206743,2.655017625258654,3.9440283921599795,6,,,,,,,,309.8469543253724,-1.0,348.40904750832743,309.8469543253724,4.3095617007761415,5.6193481216785255,5,,,,,,,
2024-12-13 00:00:00+05:30,323.25,330.0,315.6,325.9,5260,0,KILITCH,322.8,310.78244061459066,-1.0,351.67723800666204,310.78244061459066,4.8643544196105335,4.74637263597388,325.53333333333336,3,,,,,,,,302.6499166666667,-1.0,346.87082833025363,302.6499166666667,7.682170736871713,7.561018657695541,20,,,,,,,,314.84091813206743,-1.0,347.5719203867659,314.84091813206743,3.512593576954809,3.3961326452430005,7,,,,,,,,309.8469543253724,-1.0,346.667238006662,309.8469543253724,5.1809596481526725,5.062621655299084,6,,,,,,,
2024-12-16 00:00:00+05:30,324.55,328.0,321.0,324.55,8940,0,KILITCH,324.5,310.78244061459066,-1.0,347.7087904053295,310.78244061459066,4.429966943493716,4.368294647501804,324.3583333333333,4,,,,,,,,302.6499166666667,-1.0,346.3320743674276,302.6499166666667,7.23611080899576,7.1727813130627345,21,,,,,,,,314.84091813206743,-1.0,347.5719203867659,314.84091813206743,3.0838056011067403,3.0229282958937245,8,,,,,,,,309.8469543253724,-1.0,346.3937904053296,309.8469543253724,4.745260674464416,4.683402178200016,7,,,,,,,
2024-12-17 00:00:00+05:30,326.3,330.95,323.0,324.55,13787,0,KILITCH,326.975,310.78244061459066,-1.0,346.3100323242637,310.78244061459066,4.429966943493716,4.497002047832745,324.7583333333334,5,,,,,,,,302.6499166666667,-1.0,346.0629081490562,302.6499166666667,7.23611080899576,7.304947217618607,22,,,,,,,,314.84091813206743,-1.0,347.5719203867659,314.84091813206743,3.0838056011067403,3.149976585033925,9,,,,,,,,309.8469543253724,-1.0,346.3937904053296,309.8469543253724,4.745260674464416,4.812498170403975,8,,,,,,,
2024-12-18 00:00:00+05:30,325.35,326.0,318.9,320.8,6103,0,KILITCH,322.45,310.78244061459066,-1.0,343.89602585941094,310.78244061459066,3.223335065391417,4.4594623894028755,324.64166666666665,6,,,,,,,,302.6499166666667,-1.0,345.8070752416034,302.6499166666667,5.997055453784748,7.266398828789798,23,,,,,,,,314.84091813206743,-1.0,345.7858252416034,314.84091813206743,1.8927278904176317,3.112920834034688,10,,,,,,,,309.8469543253724,-1.0,341.84602585941093,309.8469543253724,3.5349857475525637,4.774845172677809,9,,,,,,,
2024-12-19 00:00:00+05:30,320.8,321.3,316.0,318.1,4635,0,KILITCH,318.65,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,2.3545601131577643,3.832013812789683,322.69166666666666,7,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,5.104935598032822,6.622090044080076,24,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,1.0351519387214767,2.493560424476355,11,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,2.6635878001760345,4.145502210683649,10,,,,,,,
2024-12-20 00:00:00+05:30,317.55,351.05,312.05,323.7,39659,0,KILITCH,331.55,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,4.156463717790522,4.322710776551296,324.2166666666667,8,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,6.95525826181459,7.125972555199232,25,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,2.8138279866838682,2.9779320268232703,12,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,4.470931691031056,4.637680680961147,11,,,,,,,
2024-12-23 00:00:00+05:30,325.35,336.5,320.8,324.65,9712,0,KILITCH,328.65,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,4.462143793576433,4.98769901159434,326.28333333333336,9,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,7.269152285134709,7.808829728737744,26,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,3.1155676733917725,3.6343481873808225,13,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,4.7775346725153875,5.304676640681455,12,,,,,,,
2024-12-24 00:00:00+05:30,321.7,329.15,321.0,323.15,5251,0,KILITCH,325.075,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,3.9794910423355137,5.676819884199409,328.42499999999995,10,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,6.773530143050303,8.516468009380453,27,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,2.639136589116129,4.314585902152135,14,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,4.293424701750647,5.995878098939978,13,,,,,,,
2024-12-26 00:00:00+05:30,323.0,327.0,320.0,325.85,31896,0,KILITCH,323.5,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,4.848265994569184,4.81340774031289,325.7416666666667,11,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,7.665649998802247,7.6298550663183695,28,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,3.4967125408123017,3.4623036291701674,15,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,5.164822649127196,5.129859151238626,14,,,,,,,
2024-12-27 00:00:00+05:30,326.0,332.15,317.0,324.45,42635,0,KILITCH,324.575,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,4.397790093410981,4.376338860022515,324.3833333333334,12,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,7.203069332856791,7.181041682097505,29,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,3.05204352882169,3.0308688139650144,16,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,4.7129866764134265,4.691470677712791,15,,,,,,,
2024-12-30 00:00:00+05:30,326.2,327.5,314.0,317.45,6390,0,KILITCH,320.75,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,2.1454105876200216,3.9124559379965027,322.94166666666666,13,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,4.890166003129568,6.704693734427476,30,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,0.828698468868687,2.572965605188962,17,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,2.4538068128446358,4.226187205811105,16,,,,,,,
2024-12-31 00:00:00+05:30,315.0,335.1,310.95,326.2,13912,0,KILITCH,323.025,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,4.960884969858721,3.8615092586988418,322.7833333333333,14,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,7.781295165288597,6.652378063874114,31,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,3.6078797938099405,2.5226756574043026,18,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,5.277781642305623,4.175086708897041,17,,,,,,,
2025-01-01 00:00:00+05:30,326.2,338.9,324.0,326.95,12502,0,KILITCH,331.45,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,5.202211345479181,4.5988954064280305,325.075,15,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,8.0291062363308,7.409578558725293,32,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,3.8460953359477625,3.2505564806032083,19,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,5.519836627687994,4.914699164232068,18,,,,,,,
2025-01-02 00:00:00+05:30,326.3,336.75,321.2,327.4,9673,0,KILITCH,328.975,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,5.3470071708514535,5.481077379529493,327.81666666666666,16,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,8.177792878956119,8.315465696201791,33,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,3.9890246612304523,4.121366629084804,20,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,5.665069618917413,5.799544610796514,19,,,,,,,
2025-01-03 00:00:00+05:30,327.7,347.4,327.7,343.5,33350,0,KILITCH,337.54999999999995,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,10.527480034170669,7.038973204368232,332.6583333333333,17,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,13.49747053732874,9.915223832596446,34,,,,,,,,314.84091813206743,-1.0,341.3490339795232,314.84091813206743,9.102718299122367,5.6591802955522885,21,,,,,,,,309.8469543253724,-1.0,336.28682068752875,309.8469543253724,10.861183305125637,7.362144016431585,20,,,,,,,
2025-01-06 00:00:00+05:30,340.0,362.0,337.65,346.2,36939,0,KILITCH,349.825,310.78244061459066,-1.0,340.7118206875287,310.78244061459066,11.39625498640432,9.00980527193534,338.78333333333336,18,,,,,,,,302.6499166666667,-1.0,345.53903397952325,302.6499166666667,14.389590393080665,11.939014246107785,35,,,,,,,,321.4185206591253,-1.0,341.3490339795232,321.4185206591253,7.710034658256746,5.402555098131385,1,,,,,,,,314.1708236199529,-1.0,385.4791763800471,314.1708236199529,10.194828409270825,7.834116939882933,1,,,,,,,
2025-01-07 00:00:00+05:30,346.2,356.65,340.1,350.85,7939,0,KILITCH,348.375,310.78244061459066,-1.0,374.37834110403764,310.78244061459066,12.892478515251183,11.09057491061841,345.25,19,,,,,,,,302.6499166666667,-1.0,357.1636553738309,302.6499166666667,15.92601903354233,14.075696369760546,36,,,,,,,,321.4185206591253,-1.0,377.01615537383094,321.4185206591253,9.156746562245473,7.414469860667658,2,,,,,,,,314.1708236199529,-1.0,383.51834110403763,314.1708236199529,11.674914926033138,9.89244514240541,2,,,,,,,
2025-01-08 00:00:00+05:30,355.0,360.0,345.7,351.8,65630,0,KILITCH,352.85,310.78244061459066,-1.0,374.37834110403764,310.78244061459066,13.198158591037096,12.731594264837526,350.34999999999997,20,,,,,,,,302.6499166666667,-1.0,357.1636553738309,302.6499166666667,16.239913056862452,15.760811652847512,37,,,,,,,,324.2109023948606,-1.0,377.01615537383094,324.2109023948606,8.50961439030766,8.062374649358398,1,,,,,,,,319.0153271167699,-1.0,383.51834110403763,319.0153271167699,10.27683314765307,9.822309531780125,1,,,,,,,
2025-01-09 00:00:00+05:30,353.7,360.0,345.0,345.1,67899,0,KILITCH,352.5,315.1522616934159,-1.0,374.37834110403764,315.1522616934159,9.50262522174684,11.451418682299975,351.2416666666666,1,,,,,,,,302.6499166666667,-1.0,357.1636553738309,302.6499166666667,14.02613415555211,16.055431481753235,38,,,,,,,,324.2109023948606,-1.0,377.01615537383094,324.2109023948606,6.443058345921476,8.337401386608793,2,,,,,,,,319.4322616934159,-1.0,383.51834110403763,319.4322616934159,8.035424528039513,9.958106549607278,1,,,,,,,
2025-01-10 00:00:00+05:30,346.65,355.05,330.7,334.65,14136,0,KILITCH,342.875,315.1522616934159,-1.0,374.37834110403764,315.1522616934159,6.186767691850406,10.869689291090085,349.4083333333333,2,,,,,,,,302.6499166666667,-1.0,357.1636553738309,302.6499166666667,10.573299899030742,15.449671085872302,39,,,,,,,,324.2109023948606,-1.0,372.5817855886383,324.2109023948606,3.2198477990803163,7.771925852075265,3,,,,,,,,319.4322616934159,-1.0,379.06919064526727,319.4322616934159,4.763995416715209,9.384171617796005,2,,,,,,,
2025-01-13 00:00:00+05:30,337.0,337.0,312.1,317.55,6899,0,KILITCH,324.55,315.1522616934159,-1.0,374.37834110403764,315.1522616934159,0.7608190065653666,7.876427150864607,339.97499999999997,3,,,,,,,,302.6499166666667,-1.0,357.1636553738309,302.6499166666667,4.9232074792685365,12.332758503430377,40,,,,,,,,324.2109023948606,-1.0,355.2614463092064,324.2109023948606,-2.0544967321142753,4.862297192566351,4,,,,,,,,319.4322616934159,-1.0,363.46535251621384,319.4322616934159,-0.5892522199972563,6.431015514112512,3,,,,,,,
2025-01-14 00:00:00+05:30,319.2,333.0,319.2,331.75,8173,0,KILITCH,326.1,315.1522616934159,-1.0,374.37834110403764,315.1522616934159,5.266577563936575,5.084126073057109,331.175,4,,,,,,,,302.6499166666667,-1.0,357.1636553738309,302.6499166666667,9.6150970910009,9.425108603201881,41,,,,,,,,324.2109023948606,-1.0,355.2614463092064,324.2109023948606,2.3253683171818236,2.1480146268054003,5,,,,,,,,319.4322616934159,-1.0,363.4122820129711,319.4322616934159,3.8561347063955567,3.676127841418386,4,,,,,,,
