trading_symbol,sector,industry,market_cap
NAGREEKEXP,Textiles,Textiles & Apparels,87.0
FAZE3Q,Textiles,Textiles & Apparels,1249.0
ALOKINDS,Textiles,Textiles & Apparels,8565.0
SARLAPOLY,Textiles,Textiles & Apparels,752.0
VTL,Textiles,Textiles & Apparels,13022.0
SHIVAMILLS,Textiles,Textiles & Apparels,56.0
AXITA,Textiles,Textiles & Apparels,284.0
LAMBODHARA,Textiles,Textiles & Apparels,137.0
DCMNVL,Textiles,Textiles & Apparels,259.0
BOMDYEING,Textiles,Textiles & Apparels,3195.0
NDL,Textiles,Textiles & Apparels,461.0
PIONEEREMB,Textiles,Textiles & Apparels,104.0
SPORTKING,Textiles,Textiles & Apparels,1266.0
BANSWRAS,Textiles,Textiles & Apparels,421.0
NITINSPIN,Textiles,Textiles & Apparels,1895.0
LAXMICOT,Textiles,Textiles & Apparels,36.0
SUMEETINDS,Textiles,Textiles & Apparels,1805.0
KPRMILL,Textiles,Textiles & Apparels,36889.0
LAGNAM,Textiles,Textiles & Apparels,128.0
FIBERWEB,Textiles,Textiles & Apparels,122.0
SHEKHAWATI,Textiles,Textiles & Apparels,67.0
FILATEX,Textiles,Textiles & Apparels,2491.0
NAHARINDUS,Textiles,Textiles & Apparels,472.0
GHCLTEXTIL,Textiles,Textiles & Apparels,734.0
GARFIBRES,Textiles,Textiles & Apparels,7296.0
ICIL,Textiles,Textiles & Apparels,6080.0
SUPERSPIN,Textiles,Textiles & Apparels,51.0
JINDWORLD,Textiles,Textiles & Apparels,3442.0
SELMC,Textiles,Textiles & Apparels,107.0
BASML,Textiles,Textiles & Apparels,201.0
RSWM,Textiles,Textiles & Apparels,766.0
TRIDENT,Textiles,Textiles & Apparels,14371.0
BSL,Textiles,Textiles & Apparels,204.0
ORBTEXP,Textiles,Textiles & Apparels,564.0
SANATHAN,Textiles,Textiles & Apparels,3934.0
GINNIFILA,Textiles,Textiles & Apparels,362.0
FLEXITUFF,Textiles,Textiles & Apparels,51.0
PRECOT,Textiles,Textiles & Apparels,530.0
NAHARSPING,Textiles,Textiles & Apparels,735.0
MFML,Textiles,Textiles & Apparels,29.0
VGL,Textiles,Textiles & Apparels,384.0
INDORAMA,Textiles,Textiles & Apparels,1428.0
HEADSUP,Textiles,Textiles & Apparels,23.0
GLOBALE,Textiles,Textiles & Apparels,14.0
SPLIL,Textiles,Textiles & Apparels,117.0
PDSL,Textiles,Textiles & Apparels,5513.0
EMSLIMITED,Utilities,Other Utilities,2719.0
CEWATER,Utilities,Other Utilities,877.0
AWHCL,Utilities,Other Utilities,1396.0
RACE,Utilities,Other Utilities,307.0
IONEXCHANG,Utilities,Other Utilities,5402.0
WABAG,Utilities,Other Utilities,8758.0
EIEL,Utilities,Other Utilities,3971.0
DENTA,Utilities,Other Utilities,1068.0
JITFINFRA,Utilities,Other Utilities,776.0
