trading_symbol,sector,industry,market_cap
INTENTECH,Information Technology,IT - Services,321.0
TERASOFT,Information Technology,IT - Services,725.0
BLSE,Information Technology,IT - Services,1923.0
ZAGGLE,Information Technology,IT - Services,5276.0
DIGITIDE,Information Technology,IT - Services,2158.0
RSYSTEMS,Information Technology,IT - Services,4878.0
GVPTECH,Information Technology,IT - Services,168.0
ONWARDTEC,Information Technology,IT - Services,653.0
SIGMA,Information Technology,IT - Services,542.0
AIRAN,Information Technology,IT - Services,278.0
SASKEN,Information Technology,IT - Services,2150.0
ORIENTTECH,Information Technology,IT - Services,1597.0
PROTEAN,Information Technology,IT - Services,3446.0
EMUDHRA,Information Technology,IT - Services,5103.0
DIGISPICE,Information Technology,IT - Services,562.0
IKS,Information Technology,IT - Services,27623.0
AURUM,Information Technology,IT - Services,1199.0
BCG,Information Technology,IT - Services,2815.0
AFFLE,Information Technology,IT - Services,24261.0
GENESYS,Information Technology,IT - Services,2012.0
NPST,Information Technology,IT - Services,3526.0
ADSL,Information Technology,IT - Services,955.0
FCSSOFT,Information Technology,IT - Services,368.0
NETWEB,Information Technology,IT - Services,19506.0
GSS,Information Technology,IT - Services,58.0
ASMS,Information Technology,IT - Services,390.0
KELLTONTEC,Information Technology,IT - Services,1108.0
DEVIT,Information Technology,IT - Services,233.0
TATATECH,Information Technology,IT - Services,27487.0
ADROITINFO,Information Technology,IT - Services,60.0
INSPIRISYS,Information Technology,IT - Services,406.0
CIGNITITEC,Information Technology,IT - Services,4738.0
BBOX,Information Technology,IT - Services,9466.0
SECURKLOUD,Information Technology,IT - Services,64.0
DATAMATICS,Information Technology,IT - Services,5210.0
LTTS,Information Technology,IT - Services,43279.0
DSSL,Information Technology,IT - Services,1208.0
ODIGMA,Information Technology,IT - Services,113.0
CYIENT,Information Technology,IT - Services,12542.0
VAKRANGEE,Information Technology,IT - Services,921.0
PALREDTEC,Information Technology,IT - Services,62.0
E2E,Information Technology,IT - Services,5339.0
TRIGYN,Information Technology,IT - Software,234.0
MCLOUD,Information Technology,IT - Software,3629.0
SILVERTUC,Information Technology,IT - Software,1016.0
RATEGAIN,Information Technology,IT - Software,8234.0
TREJHARA,Information Technology,IT - Software,364.0
LATENTVIEW,Information Technology,IT - Software,10020.0
HAPPSTMNDS,Information Technology,IT - Software,7703.0
INFOBEAN,Information Technology,IT - Software,1498.0
NINSYS,Information Technology,IT - Software,789.0
KSOLVES,Information Technology,IT - Software,737.0
ACCELYA,Information Technology,IT - Software,2000.0
63MOONS,Information Technology,IT - Software,3428.0
INNOVANA,Information Technology,IT - Software,986.0
DCI,Information Technology,IT - Software,393.0
3IINFOLTD,Information Technology,IT - Software,377.0
CALSOFT,Information Technology,IT - Software,106.0
MINDTECK,Information Technology,IT - Software,738.0
AURIONPRO,Information Technology,IT - Software,6035.0
TCS,Information Technology,IT - Software,1116904.0
LTIM,Information Technology,IT - Software,171949.0
MASTEK,Information Technology,IT - Software,6899.0
CTE,Information Technology,IT - Software,100.0
HCLTECH,Information Technology,IT - Software,430089.0
ZENSARTECH,Information Technology,IT - Software,16426.0
SAKSOFT,Information Technology,IT - Software,2649.0
RSSOFTWARE,Information Technology,IT - Software,141.0
WIPRO,Information Technology,IT - Software,254639.0
TATAELXSI,Information Technology,IT - Software,32665.0
PERSISTENT,Information Technology,IT - Software,95691.0
TECHM,Information Technology,IT - Software,140085.0
HEXT,Information Technology,IT - Software,41772.0
COFORGE,Information Technology,IT - Software,59663.0
XCHANGING,Information Technology,IT - Software,966.0
ORCHASP,Information Technology,IT - Software,98.0
KPITTECH,Information Technology,IT - Software,33404.0
CYBERTECH,Information Technology,IT - Software,472.0
BSOFT,Information Technology,IT - Software,10746.0
SOFTTECH,Information Technology,IT - Software,456.0
MPHASIS,Information Technology,IT - Software,52511.0
NEWGEN,Information Technology,IT - Software,13397.0
INTELLECT,Information Technology,IT - Software,15174.0
DRCSYSTEMS,Information Technology,IT - Software,250.0
XTGLOBAL,Information Technology,IT - Software,524.0
INFY,Information Technology,IT - Software,619837.0
SECMARK,Information Technology,IT - Software,132.0
EQUIPPP,Information Technology,IT - Software,176.0
SONATSOFTW,Information Technology,IT - Software,10407.0
CURAA,Information Technology,IT - Software,159.0
XELPMOC,Information Technology,IT - Software,198.0
NUCLEUS,Information Technology,IT - Software,2535.0
SUBEXLTD,Information Technology,IT - Software,725.0
RAMCOSYS,Information Technology,IT - Software,2243.0
TANLA,Information Technology,IT - Software,8103.0
VIRINCHI,Information Technology,IT - Software,274.0
MAPMYINDIA,Information Technology,IT - Software,9257.0
GOLDTECH,Information Technology,IT - Software,299.0
OFSS,Information Technology,IT - Software,71406.0
QUICKHEAL,Information Technology,IT - Software,1732.0
UNIECOM,Information Technology,IT - Software,1473.0
IRIS,Information Technology,IT - Software,735.0
BTML,Media Entertainment & Publication,Entertainment,165.0
NAZARA,Media Entertainment & Publication,Entertainment,10203.0
PNC,Media Entertainment & Publication,Entertainment,42.0
MUKTAARTS,Media Entertainment & Publication,Entertainment,150.0
TIPSFILMS,Media Entertainment & Publication,Entertainment,182.0
UFO,Media Entertainment & Publication,Entertainment,314.0
PVRINOX,Media Entertainment & Publication,Entertainment,10692.0
CINELINE,Media Entertainment & Publication,Entertainment,296.0
PFOCUS,Media Entertainment & Publication,Entertainment,5358.0
NEXTMEDIA,Media Entertainment & Publication,Entertainment,44.0
SAREGAMA,Media Entertainment & Publication,Entertainment,7759.0
TIPSMUSIC,Media Entertainment & Publication,Entertainment,6268.0
ENIL,Media Entertainment & Publication,Entertainment,629.0
SHEMAROO,Media Entertainment & Publication,Entertainment,305.0
CINEVISTA,Media Entertainment & Publication,Entertainment,99.0
CREATIVEYE,Media Entertainment & Publication,Entertainment,15.0
RADIOCITY,Media Entertainment & Publication,Entertainment,239.0
NETWORK18,Media Entertainment & Publication,Entertainment,7107.0
BALAJITELE,Media Entertainment & Publication,Entertainment,1454.0
RADAAN,Media Entertainment & Publication,Entertainment,17.0
SILLYMONKS,Media Entertainment & Publication,Entertainment,25.0
SABTNL,Media Entertainment & Publication,Entertainment,2489.0
BAGFILMS,Media Entertainment & Publication,Entertainment,133.0
NDTV,Media Entertainment & Publication,Entertainment,992.0
TVVISION,Media Entertainment & Publication,Entertainment,23.0
RAJTV,Media Entertainment & Publication,Entertainment,193.0
HATHWAY,Media Entertainment & Publication,Entertainment,2337.0
ZEEL,Media Entertainment & Publication,Entertainment,9622.0
GTPL,Media Entertainment & Publication,Entertainment,1175.0
SUNTV,Media Entertainment & Publication,Entertainment,22187.0
DEN,Media Entertainment & Publication,Entertainment,1519.0
DISHTV,Media Entertainment & Publication,Entertainment,823.0
TVTODAY,Media Entertainment & Publication,Entertainment,841.0
ZEEMEDIA,Media Entertainment & Publication,Entertainment,593.0
SIGNPOST,Media Entertainment & Publication,Media,1265.0
VERTOZ,Media Entertainment & Publication,Media,596.0
RKSWAMY,Media Entertainment & Publication,Media,650.0
DGCONTENT,Media Entertainment & Publication,Media,207.0
CYBERMEDIA,Media Entertainment & Publication,Media,27.0
SAMBHAAV,Media Entertainment & Publication,Media,168.0
DNAMEDIA,Media Entertainment & Publication,Media,50.0
SABEVENTS,Media Entertainment & Publication,Media,6.0
HMVL,Media Entertainment & Publication,Media,521.0
DBCORP,Media Entertainment & Publication,Media,4650.0
JAGRAN,Media Entertainment & Publication,Media,1523.0
SANDESH,Media Entertainment & Publication,Media,882.0
HTMEDIA,Media Entertainment & Publication,Media,461.0
ONMOBILE,Media Entertainment & Publication,Media,667.0
INFOMEDIA,Media Entertainment & Publication,Printing & Publication,35.0
SCHAND,Media Entertainment & Publication,Printing & Publication,599.0
REPRO,Media Entertainment & Publication,Printing & Publication,833.0
NAVNETEDUL,Media Entertainment & Publication,Printing & Publication,3333.0
POCL,Metals & Mining,Diversified Metals,4309.0
JAINREC,Metals & Mining,Diversified Metals,15199.0
VEDL,Metals & Mining,Diversified Metals,204865.0
IMFA,Metals & Mining,Ferrous Metals,7328.0
VISASTEEL,Metals & Mining,Ferrous Metals,719.0
SHYAMCENT,Metals & Mining,Ferrous Metals,124.0
MAITHANALL,Metals & Mining,Ferrous Metals,3034.0
MANAKSTEEL,Metals & Mining,Ferrous Metals,416.0
SARDAEN,Metals & Mining,Ferrous Metals,18371.0
JSL,Metals & Mining,Ferrous Metals,61127.0
MUKANDLTD,Metals & Mining,Ferrous Metals,1923.0
JINDALSTEL,Metals & Mining,Ferrous Metals,110149.0
JAIBALAJI,Metals & Mining,Ferrous Metals,7839.0
NSLNISP,Metals & Mining,Ferrous Metals,12669.0
TATASTEEL,Metals & Mining,Ferrous Metals,216627.0
JSWSTEEL,Metals & Mining,Ferrous Metals,284113.0
SAIL,Metals & Mining,Ferrous Metals,58583.0
PRAKASH,Metals & Mining,Ferrous Metals,2638.0
VRAJ,Metals & Mining,Ferrous Metals,461.0
VASWANI,Metals & Mining,Ferrous Metals,211.0
KIOCL,Metals & Mining,Ferrous Metals,23283.0
BMWVENTLTD,Metals & Mining,Metals & Minerals Trading,601.0
NRL,Metals & Mining,Metals & Minerals Trading,460.0
SGMART,Metals & Mining,Metals & Minerals Trading,4430.0
LLOYDSENT,Metals & Mining,Metals & Minerals Trading,8278.0
ASHOKAMET,Metals & Mining,Metals & Minerals Trading,41.0
ADANIENT,Metals & Mining,Metals & Minerals Trading,292643.0
ARENTERP,Metals & Mining,Metals & Minerals Trading,14.0
ASHAPURMIN,Metals & Mining,Minerals & Mining,6584.0
GRAVITA,Metals & Mining,Minerals & Mining,12851.0
LLOYDSME,Metals & Mining,Minerals & Mining,67754.0
GOACARBON,Metals & Mining,Minerals & Mining,395.0
ORISSAMINE,Metals & Mining,Minerals & Mining,3078.0
MOIL,Metals & Mining,Minerals & Mining,7253.0
20MICRONS,Metals & Mining,Minerals & Mining,687.0
NMDC,Metals & Mining,Minerals & Mining,66783.0
GMDCLTD,Metals & Mining,Minerals & Mining,18019.0
ARFIN,Metals & Mining,Non - Ferrous Metals,978.0
MMP,Metals & Mining,Non - Ferrous Metals,675.0
MANAKALUCO,Metals & Mining,Non - Ferrous Metals,180.0
NATIONALUM,Metals & Mining,Non - Ferrous Metals,47995.0
MAANALU,Metals & Mining,Non - Ferrous Metals,724.0
HINDALCO,Metals & Mining,Non - Ferrous Metals,179351.0
BHAGYANGR,Metals & Mining,Non - Ferrous Metals,489.0
HINDCOPPER,Metals & Mining,Non - Ferrous Metals,32453.0
HINDZINC,Metals & Mining,Non - Ferrous Metals,205160.0
SANDUMA,Oil Gas & Consumable Fuels,Consumable Fuels,10889.0
COALINDIA,Oil Gas & Consumable Fuels,Consumable Fuels,237635.0
ANMOL,Oil Gas & Consumable Fuels,Consumable Fuels,89.0
GSPL,Oil Gas & Consumable Fuels,Gas,17048.0
GAIL,Oil Gas & Consumable Fuels,Gas,120285.0
MGL,Oil Gas & Consumable Fuels,Gas,12352.0
ATGL,Oil Gas & Consumable Fuels,Gas,68903.0
PETRONET,Oil Gas & Consumable Fuels,Gas,40875.0
IRMENERGY,Oil Gas & Consumable Fuels,Gas,1279.0
GUJGASLTD,Oil Gas & Consumable Fuels,Gas,27966.0
IGL,Oil Gas & Consumable Fuels,Gas,29820.0
CONFIPET,Oil Gas & Consumable Fuels,Gas,1344.0
AEGISLOG,Oil Gas & Consumable Fuels,Gas,27799.0
AAKASH,Oil Gas & Consumable Fuels,Oil,91.0
JINDRILL,Oil Gas & Consumable Fuels,Oil,1657.0
DOLPHIN,Oil Gas & Consumable Fuels,Oil,1544.0
ABAN,Oil Gas & Consumable Fuels,Oil,210.0
ALPHAGEO,Oil Gas & Consumable Fuels,Oil,155.0
OILCOUNTUB,Oil Gas & Consumable Fuels,Oil,332.0
DEEPINDS,Oil Gas & Consumable Fuels,Oil,3080.0
ASIANENE,Oil Gas & Consumable Fuels,Oil,1466.0
ONGC,Oil Gas & Consumable Fuels,Oil,310355.0
OIL,Oil Gas & Consumable Fuels,Oil,71026.0
PRABHA,Oil Gas & Consumable Fuels,Oil,2826.0
ANTELOPUS,Oil Gas & Consumable Fuels,Oil,1865.0
HINDOILEXP,Oil Gas & Consumable Fuels,Oil,1904.0
GANESHBE,Oil Gas & Consumable Fuels,Oil,598.0
AEGISVOPAK,Oil Gas & Consumable Fuels,Oil,29600.0
SOTL,Oil Gas & Consumable Fuels,Petroleum Products,2688.0
VEEDOL,Oil Gas & Consumable Fuels,Petroleum Products,3049.0
CASTROLIND,Oil Gas & Consumable Fuels,Petroleum Products,18988.0
GULFPETRO,Oil Gas & Consumable Fuels,Petroleum Products,197.0
GULFOILLUB,Oil Gas & Consumable Fuels,Petroleum Products,5963.0
PANAMAPET,Oil Gas & Consumable Fuels,Petroleum Products,1763.0
GANDHAR,Oil Gas & Consumable Fuels,Petroleum Products,1419.0
RELIANCE,Oil Gas & Consumable Fuels,Petroleum Products,2051523.0
CHENNPETRO,Oil Gas & Consumable Fuels,Petroleum Products,15301.0
MRPL,Oil Gas & Consumable Fuels,Petroleum Products,30110.0
IOC,Oil Gas & Consumable Fuels,Petroleum Products,240894.0
BPCL,Oil Gas & Consumable Fuels,Petroleum Products,160522.0
HINDPETRO,Oil Gas & Consumable Fuels,Petroleum Products,102008.0
ADANIPOWER,Power,Power,297004.0
CESC,Power,Power,23038.0
RELINFRA,Power,Power,7531.0
TORNTPOWER,Power,Power,65024.0
DPSCLTD,Power,Power,1088.0
TATAPOWER,Power,Power,123708.0
POWERGRID,Power,Power,251674.0
ADANIENSOL,Power,Power,122891.0
NAVA,Power,Power,15514.0
SJVN,Power,Power,32755.0
GMRP&UI,Power,Power,8628.0
NTPC,Power,Power,316693.0
RPOWER,Power,Power,17044.0
KPEL,Power,Power,2713.0
GIPCL,Power,Power,2642.0
INDOWIND,Power,Power,213.0
ACMESOLAR,Power,Power,15155.0
RTNPOWER,Power,Power,5488.0
NTPCGREEN,Power,Power,82932.0
KPIGREEN,Power,Power,9242.0
JSWENERGY,Power,Power,91653.0
SURANAT&P,Power,Power,285.0
KARMAENG,Power,Power,62.0
ADANIGREEN,Power,Power,172320.0
INOXGREEN,Power,Power,9287.0
JPPOWER,Power,Power,12165.0
NHPC,Power,Power,80631.0
GREENPOWER,Power,Power,1558.0
NLCINDIA,Power,Power,35366.0
ENERGYDEV,Power,Power,90.0
PTC,Power,Power,4866.0
LPDC,Realty,Realty,101.0
REPL,Realty,Realty,243.0
SIL,Realty,Realty,112.0
RVHL,Realty,Realty,341.0
NILASPACES,Realty,Realty,668.0
SURAJEST,Realty,Realty,1388.0
PRAENG,Realty,Realty,224.0
SBGLP,Realty,Realty,571.0
COUNCODOS,Realty,Realty,47.0
ASHIANA,Realty,Realty,2971.0
MAHLIFE,Realty,Realty,8384.0
PHOENIXLTD,Realty,Realty,62060.0
HUBTOWN,Realty,Realty,4587.0
LOTUSDEV,Realty,Realty,8434.0
GEECEE,Realty,Realty,753.0
ARKADE,Realty,Realty,3062.0
SIGNATURE,Realty,Realty,15550.0
RUSTOMJEE,Realty,Realty,6706.0
ARVSMART,Realty,Realty,2797.0
AGIIL,Realty,Realty,3125.0
AJMERA,Realty,Realty,3893.0
ANANTRAJ,Realty,Realty,22147.0
PANSARI,Realty,Realty,471.0
GENCON,Realty,Realty,225.0
OBEROIRLTY,Realty,Realty,63394.0
PURVA,Realty,Realty,6173.0
KALPATARU,Realty,Realty,7577.0
BRIGADE,Realty,Realty,23205.0
OMAXE,Realty,Realty,1408.0
PENINLAND,Realty,Realty,1042.0
SHRADHA,Realty,Realty,342.0
VASCONEQ,Realty,Realty,1295.0
ARTNIRMAN,Realty,Realty,131.0
DLF,Realty,Realty,188297.0
SUNTECK,Realty,Realty,6533.0
ATALREAL,Realty,Realty,275.0
LODHA,Realty,Realty,120720.0
SUMIT,Realty,Realty,379.0
UNITECH,Realty,Realty,1773.0
GODREJPROP,Realty,Realty,65922.0
SOBHA,Realty,Realty,16918.0
KOLTEPATIL,Realty,Realty,3667.0
GANESHHOU,Realty,Realty,6822.0
EMAMIREAL,Realty,Realty,403.0
PRESTIGE,Realty,Realty,74775.0
CCCL,Realty,Realty,969.0
EMBDL,Realty,Realty,11505.0
AMJLAND,Realty,Realty,217.0
MAXESTATES,Realty,Realty,7484.0
MARATHON,Realty,Realty,3766.0
SHRIRAMPPS,Realty,Realty,1524.0
NILAINFRA,Realty,Realty,373.0
RAYMOND,Realty,Realty,3472.0
ARIHANTSUP,Realty,Realty,1633.0
TARC,Realty,Realty,4156.0
SUPREME,Realty,Realty,329.0
LANCORHOL,Realty,Realty,221.0
ELDEHSG,Realty,Realty,846.0
VIPULLTD,Realty,Realty,130.0
PARSVNATH,Realty,Realty,657.0
RAYMONDREL,Realty,Realty,3632.0
WEWIN,Services,Commercial Services & Supplies,52.0
ONEPOINT,Services,Commercial Services & Supplies,1361.0
HGS,Services,Commercial Services & Supplies,2331.0
FSL,Services,Commercial Services & Supplies,25245.0
RPSGVENT,Services,Commercial Services & Supplies,2773.0
ALLDIGI,Services,Commercial Services & Supplies,1353.0
ECLERX,Services,Commercial Services & Supplies,20937.0
MITCON,Services,Commercial Services & Supplies,119.0
AAATECH,Services,Commercial Services & Supplies,116.0
DHRUV,Services,Commercial Services & Supplies,94.0
TRACXN,Services,Commercial Services & Supplies,498.0
AARVI,Services,Commercial Services & Supplies,205.0
KAPSTON,Services,Commercial Services & Supplies,653.0
ICDSLTD,Services,Commercial Services & Supplies,64.0
UDS,Services,Commercial Services & Supplies,1353.0
ACEINTEG,Services,Commercial Services & Supplies,24.0
TEAMLEASE,Services,Commercial Services & Supplies,2872.0
SANGHVIMOV,Services,Commercial Services & Supplies,3192.0
KRYSTAL,Services,Commercial Services & Supplies,757.0
ALEMBICLTD,Services,Commercial Services & Supplies,2597.0
INDIQUBE,Services,Commercial Services & Supplies,4641.0
MOTOGENFIN,Services,Commercial Services & Supplies,101.0
IGIL,Services,Commercial Services & Supplies,14918.0
TEXINFRA,Services,Commercial Services & Supplies,1260.0
RUCHINFRA,Services,Commercial Services & Supplies,170.0
AWFIS,Services,Commercial Services & Supplies,4076.0
A2ZINFRA,Services,Commercial Services & Supplies,306.0
TARACHAND,Services,Commercial Services & Supplies,606.0
WEWORK,Services,Commercial Services & Supplies,8311.0
SMARTWORKS,Services,Commercial Services & Supplies,6592.0
PTL,Services,Commercial Services & Supplies,527.0
DEVX,Services,Commercial Services & Supplies,385.0
FMNL,Services,Commercial Services & Supplies,69.0
RADIANTCMS,Services,Commercial Services & Supplies,565.0
EFCIL,Services,Commercial Services & Supplies,2961.0
HEMIPROP,Services,Commercial Services & Supplies,4113.0
CMSINFO,Services,Commercial Services & Supplies,5839.0
NESCO,Services,Commercial Services & Supplies,8864.0
QUESS,Services,Commercial Services & Supplies,3145.0
ALANKIT,Services,Commercial Services & Supplies,313.0
BLUSPRING,Services,Commercial Services & Supplies,1142.0
SOUTHWEST,Services,Commercial Services & Supplies,541.0
CORALFINAC,Services,Commercial Services & Supplies,165.0
VINCOFE,Services,Commercial Services & Supplies,2251.0
CREATIVE,Services,Commercial Services & Supplies,1050.0
SHYAMTEL,Services,Commercial Services & Supplies,14.0
UMAEXPORTS,Services,Commercial Services & Supplies,150.0
SAKUMA,Services,Commercial Services & Supplies,401.0
EXCEL,Services,Commercial Services & Supplies,221.0
OSWALAGRO,Services,Commercial Services & Supplies,884.0
ESSENTIA,Services,Commercial Services & Supplies,183.0
MSTCLTD,Services,Commercial Services & Supplies,3701.0
AKG,Services,Commercial Services & Supplies,40.0
GOYALALUM,Services,Commercial Services & Supplies,101.0
REDINGTON,Services,Commercial Services & Supplies,23008.0
SIGIND,Services,Commercial Services & Supplies,171.0
VIKASLIFE,Services,Commercial Services & Supplies,370.0
SPCENET,Services,Commercial Services & Supplies,487.0
MMTC,Services,Commercial Services & Supplies,9881.0
STCINDIA,Services,Commercial Services & Supplies,761.0
KOTHARIPRO,Services,Commercial Services & Supplies,508.0
ANIKINDS,Services,Commercial Services & Supplies,205.0
ABMINTLLTD,Services,Commercial Services & Supplies,42.0
DREDGECORP,Services,Engineering Services,2199.0
KMEW,Services,Engineering Services,2881.0
GMRAIRPORT,Services,Transport Infrastructure,100870.0
DREAMFOLKS,Services,Transport Infrastructure,641.0
ADANIPORTS,Services,Transport Infrastructure,325101.0
GPPL,Services,Transport Infrastructure,8423.0
JSWINFRA,Services,Transport Infrastructure,58685.0
ATL,Services,Transport Infrastructure,795.0
HILINFRA,Services,Transport Infrastructure,496.0
NOIDATOLL,Services,Transport Infrastructure,82.0
ATLANTAA,Services,Transport Infrastructure,392.0
GAYAHWS,Services,Transport Infrastructure,96.0
INDIGO,Services,Transport Services,227624.0
GLOBALVECT,Services,Transport Services,291.0
ALLCARGO,Services,Transport Services,1286.0
OMFREIGHT,Services,Transport Services,307.0
MAHLOG,Services,Transport Services,3408.0
DJML,Services,Transport Services,243.0
ACCURACY,Services,Transport Services,97.0
SVLL,Services,Transport Services,881.0
WCIL,Services,Transport Services,1263.0
OBCL,Services,Transport Services,118.0
DELHIVERY,Services,Transport Services,32566.0
NECCLTD,Services,Transport Services,206.0
TOTAL,Services,Transport Services,109.0
SINDHUTRAD,Services,Transport Services,3667.0
SNOWMAN,Services,Transport Services,784.0
ASPINWALL,Services,Transport Services,197.0
RITCO,Services,Transport Services,799.0
GLOTTIS,Services,Transport Services,678.0
VRLLOG,Services,Transport Services,4863.0
TCIEXP,Services,Transport Services,2357.0
BLUEDART,Services,Transport Services,14246.0
RIIL,Services,Transport Services,1306.0
JETFREIGHT,Services,Transport Services,66.0
TIGERLOGS,Services,Transport Services,429.0
GATEWAY,Services,Transport Services,3008.0
SICALLOG,Services,Transport Services,600.0
CONCOR,Services,Transport Services,39440.0
TCI,Services,Transport Services,8593.0
PATINTLOG,Services,Transport Services,96.0
NAVKARCORP,Services,Transport Services,1641.0
TREL,Services,Transport Services,670.0
AVG,Services,Transport Services,305.0
TVSSCS,Services,Transport Services,5402.0
ECOSMOBLTY,Services,Transport Services,1419.0
SEAMECLTD,Services,Transport Services,2193.0
SCI,Services,Transport Services,12344.0
GESHIP,Services,Transport Services,16196.0
TRANSWORLD,Services,Transport Services,520.0
SHREEJISPG,Services,Transport Services,4844.0
ESSARSHPNG,Services,Transport Services,653.0
BLACKBUCK,Services,Transport Services,12662.0
KERNEX,Services,Transport Services,2123.0
STLTECH,Telecommunication,Telecom - Equipment & Accessories,5811.0
BIRLACABLE,Telecommunication,Telecom - Equipment & Accessories,460.0
AKSHOPTFBR,Telecommunication,Telecom - Equipment & Accessories,116.0
OPTIEMUS,Telecommunication,Telecom - Equipment & Accessories,5004.0
TNTELE,Telecommunication,Telecom - Equipment & Accessories,54.0
TEJASNET,Telecommunication,Telecom - Equipment & Accessories,9212.0
UMIYA-MRO,Telecommunication,Telecom - Equipment & Accessories,168.0
ITI,Telecommunication,Telecom - Equipment & Accessories,30374.0
RAILTEL,Telecommunication,Telecom - Services,11470.0
STLNETWORK,Telecommunication,Telecom - Services,1149.0
UNIINFO,Telecommunication,Telecom - Services,17.0
MEGASOFT,Telecommunication,Telecom - Services,1468.0
GTL,Telecommunication,Telecom - Services,140.0
ROUTE,Telecommunication,Telecom - Services,4353.0
IDEA,Telecommunication,Telecom - Services,117986.0
MTNL,Telecommunication,Telecom - Services,1128.0
TTML,Telecommunication,Telecom - Services,10555.0
TATACOMM,Telecommunication,Telecom - Services,53751.0
BHARTIARTL,Telecommunication,Telecom - Services,1189630.0
RCOM,Telecommunication,Telecom - Services,365.0
BHARTIHEXA,Telecommunication,Telecom - Services,88830.0
INDUSTOWER,Telecommunication,Telecom - Services,108758.0
PACEDIGITK,Telecommunication,Telecom - Services,4721.0
VINDHYATEL,Telecommunication,Telecom - Services,1870.0
HFCL,Telecommunication,Telecom - Services,10891.0
GTLINFRA,Telecommunication,Telecom - Services,1780.0
SUYOG,Telecommunication,Telecom - Services,774.0
DOLLAR,Textiles,Textiles & Apparels,2062.0
KITEX,Textiles,Textiles & Apparels,4199.0
VIVIDHA,Textiles,Textiles & Apparels,23.0
CANTABIL,Textiles,Textiles & Apparels,2138.0
LUXIND,Textiles,Textiles & Apparels,3627.0
MONTECARLO,Textiles,Textiles & Apparels,1613.0
GOKEX,Textiles,Textiles & Apparels,6693.0
SSDL,Textiles,Textiles & Apparels,333.0
ZODIACLOTH,Textiles,Textiles & Apparels,248.0
VINNY,Textiles,Textiles & Apparels,57.0
BANG,Textiles,Textiles & Apparels,70.0
PGIL,Textiles,Textiles & Apparels,7734.0
PAGEIND,Textiles,Textiles & Apparels,44353.0
CELEBRITY,Textiles,Textiles & Apparels,61.0
RUPA,Textiles,Textiles & Apparels,1566.0
FILATFASH,Textiles,Textiles & Apparels,367.0
MITTAL,Textiles,Textiles & Apparels,64.0
INDTERRAIN,Textiles,Textiles & Apparels,198.0
LIBAS,Textiles,Textiles & Apparels,31.0
SBC,Textiles,Textiles & Apparels,1173.0
BELLACASA,Textiles,Textiles & Apparels,543.0
SPAL,Textiles,Textiles & Apparels,1844.0
JAIPURKURT,Textiles,Textiles & Apparels,65.0
IRISDOREME,Textiles,Textiles & Apparels,634.0
KKCL,Textiles,Textiles & Apparels,3216.0
LOVABLE,Textiles,Textiles & Apparels,134.0
VIPCLOTHNG,Textiles,Textiles & Apparels,306.0
ARVIND,Textiles,Textiles & Apparels,8846.0
LAL,Textiles,Textiles & Apparels,169.0
THOMASCOTT,Textiles,Textiles & Apparels,611.0
MHLXMIRU,Textiles,Textiles & Apparels,246.0
VCL,Textiles,Textiles & Apparels,20.0
RELCHEMQ,Textiles,Textiles & Apparels,120.0
SOMATEX,Textiles,Textiles & Apparels,437.0
SVPGLOB,Textiles,Textiles & Apparels,49.0
MODTHREAD,Textiles,Textiles & Apparels,158.0
SUTLEJTEX,Textiles,Textiles & Apparels,582.0
SANGAMIND,Textiles,Textiles & Apparels,2281.0
RUBYMILLS,Textiles,Textiles & Apparels,759.0
DONEAR,Textiles,Textiles & Apparels,533.0
SURYALAXMI,Textiles,Textiles & Apparels,117.0
BORANA,Textiles,Textiles & Apparels,728.0
ALPSINDUS,Textiles,Textiles & Apparels,8.0
MARALOVER,Textiles,Textiles & Apparels,210.0
RAJRILTD,Textiles,Textiles & Apparels,1432.0
AKSHAR,Textiles,Textiles & Apparels,44.0
ASHIMASYN,Textiles,Textiles & Apparels,383.0
VARDMNPOLY,Textiles,Textiles & Apparels,325.0
SALONA,Textiles,Textiles & Apparels,145.0
AYMSYNTEX,Textiles,Textiles & Apparels,1068.0
DAMODARIND,Textiles,Textiles & Apparels,77.0
TTL,Textiles,Textiles & Apparels,237.0
WEIZMANIND,Textiles,Textiles & Apparels,169.0
RNBDENIMS,Textiles,Textiles & Apparels,1058.0
MANOMAY,Textiles,Textiles & Apparels,404.0
WELSPUNLIV,Textiles,Textiles & Apparels,13202.0
SHIVATEX,Textiles,Textiles & Apparels,238.0
ABCOTS,Textiles,Textiles & Apparels,907.0
KESORAMIND,Textiles,Textiles & Apparels,155.0
RAYMONDLSL,Textiles,Textiles & Apparels,6857.0
MOHITIND,Textiles,Textiles & Apparels,45.0
SIYSIL,Textiles,Textiles & Apparels,3556.0
GLOBE,Textiles,Textiles & Apparels,126.0
CENTENKA,Textiles,Textiles & Apparels,1001.0
AMBIKCO,Textiles,Textiles & Apparels,750.0
UNITEDPOLY,Textiles,Textiles & Apparels,982.0
HIMATSEIDE,Textiles,Textiles & Apparels,1543.0
PASHUPATI,Textiles,Textiles & Apparels,1279.0
BHANDARI,Textiles,Textiles & Apparels,108.0
INDIANCARD,Textiles,Textiles & Apparels,154.0
GANECOS,Textiles,Textiles & Apparels,2593.0
SGL,Textiles,Textiles & Apparels,38.0
VARDHACRLC,Textiles,Textiles & Apparels,321.0
